time_from_start_to_housing,total,population,start_date,end_date,question,household_type,count
8 to 14 days,3,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,3
8 to 14 days,3,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
8 to 14 days,3,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
15 to 21 days,0,all_persons,2016-09-01,2016-09-30,Q22c,without_children,0
15 to 21 days,0,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,0
15 to 21 days,0,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
15 to 21 days,0,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
22 to 30 days,5,all_persons,2016-09-01,2016-09-30,Q22c,without_children,3
22 to 30 days,5,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,2
22 to 30 days,5,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
22 to 30 days,5,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
31 to 60 days,21,all_persons,2016-09-01,2016-09-30,Q22c,without_children,10
31 to 60 days,21,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,11
31 to 60 days,21,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
31 to 60 days,21,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
61 to 180 days,4,all_persons,2016-09-01,2016-09-30,Q22c,without_children,4
61 to 180 days,4,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,0
61 to 180 days,4,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
61 to 180 days,4,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2016-09-01,2016-09-30,Q22c,without_children,0
181 to 365 days,0,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-09-01,2016-09-30,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
Total (persons moved into housing),63,all_persons,2016-09-01,2016-09-30,Q22c,without_children,27
Total (persons moved into housing),63,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,36
Total (persons moved into housing),63,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
Total (persons moved into housing),63,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
Average length of time to housing,22,all_persons,2016-09-01,2016-09-30,Q22c,without_children,29
Average length of time to housing,22,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,16
Average length of time to housing,22,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
Average length of time to housing,22,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
Persons who were exited without move-in,7,all_persons,2016-09-01,2016-09-30,Q22c,without_children,3
Persons who were exited without move-in,7,all_persons,2016-09-01,2016-09-30,Q22c,with_children_and_adults,4
Persons who were exited without move-in,7,all_persons,2016-09-01,2016-09-30,Q22c,with_only_children,0
Persons who were exited without move-in,7,all_persons,2016-09-01,2016-09-30,Q22c,unknown_household_type,0
7 days or less,3,all_persons,2016-10-01,2016-10-31,Q22c,without_children,3
7 days or less,3,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,0
7 days or less,3,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
7 days or less,3,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2016-10-01,2016-10-31,Q22c,without_children,0
8 to 14 days,0,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
15 to 21 days,1,all_persons,2016-10-01,2016-10-31,Q22c,without_children,1
15 to 21 days,1,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,0
15 to 21 days,1,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
15 to 21 days,1,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
22 to 30 days,3,all_persons,2016-10-01,2016-10-31,Q22c,without_children,0
22 to 30 days,3,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,3
22 to 30 days,3,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
22 to 30 days,3,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
31 to 60 days,10,all_persons,2016-10-01,2016-10-31,Q22c,without_children,0
31 to 60 days,10,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,10
31 to 60 days,10,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
31 to 60 days,10,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
61 to 180 days,0,all_persons,2016-10-01,2016-10-31,Q22c,without_children,0
61 to 180 days,0,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,0
61 to 180 days,0,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
61 to 180 days,0,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2016-10-01,2016-10-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-10-01,2016-10-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
Total (persons moved into housing),17,all_persons,2016-10-01,2016-10-31,Q22c,without_children,4
Total (persons moved into housing),17,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,13
Total (persons moved into housing),17,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
Total (persons moved into housing),17,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
Average length of time to housing,34,all_persons,2016-10-01,2016-10-31,Q22c,without_children,5
Average length of time to housing,34,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,43
Average length of time to housing,34,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
Average length of time to housing,34,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,0,all_persons,2016-10-01,2016-10-31,Q22c,without_children,0
Persons who were exited without move-in,0,all_persons,2016-10-01,2016-10-31,Q22c,with_children_and_adults,0
Persons who were exited without move-in,0,all_persons,2016-10-01,2016-10-31,Q22c,with_only_children,0
Persons who were exited without move-in,0,all_persons,2016-10-01,2016-10-31,Q22c,unknown_household_type,0
7 days or less,4,all_persons,2016-11-01,2016-11-30,Q22c,without_children,4
7 days or less,4,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,0
7 days or less,4,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
7 days or less,4,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2016-11-01,2016-11-30,Q22c,without_children,0
8 to 14 days,0,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
15 to 21 days,4,all_persons,2016-11-01,2016-11-30,Q22c,without_children,0
15 to 21 days,4,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,4
15 to 21 days,4,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
15 to 21 days,4,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
22 to 30 days,2,all_persons,2016-11-01,2016-11-30,Q22c,without_children,2
22 to 30 days,2,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,0
22 to 30 days,2,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
22 to 30 days,2,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
31 to 60 days,6,all_persons,2016-11-01,2016-11-30,Q22c,without_children,1
31 to 60 days,6,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,5
31 to 60 days,6,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
31 to 60 days,6,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
61 to 180 days,0,all_persons,2016-11-01,2016-11-30,Q22c,without_children,0
61 to 180 days,0,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,0
61 to 180 days,0,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
61 to 180 days,0,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2016-11-01,2016-11-30,Q22c,without_children,0
181 to 365 days,0,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-11-01,2016-11-30,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
Total (persons moved into housing),16,all_persons,2016-11-01,2016-11-30,Q22c,without_children,7
Total (persons moved into housing),16,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,9
Total (persons moved into housing),16,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
Total (persons moved into housing),16,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
Average length of time to housing,29,all_persons,2016-11-01,2016-11-30,Q22c,without_children,15
Average length of time to housing,29,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,39
Average length of time to housing,29,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
Average length of time to housing,29,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
Persons who were exited without move-in,0,all_persons,2016-11-01,2016-11-30,Q22c,without_children,0
Persons who were exited without move-in,0,all_persons,2016-11-01,2016-11-30,Q22c,with_children_and_adults,0
Persons who were exited without move-in,0,all_persons,2016-11-01,2016-11-30,Q22c,with_only_children,0
Persons who were exited without move-in,0,all_persons,2016-11-01,2016-11-30,Q22c,unknown_household_type,0
7 days or less,4,all_persons,2016-12-01,2016-12-31,Q22c,without_children,4
7 days or less,4,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,0
7 days or less,4,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
7 days or less,4,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2016-12-01,2016-12-31,Q22c,without_children,0
8 to 14 days,0,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
15 to 21 days,5,all_persons,2016-12-01,2016-12-31,Q22c,without_children,0
15 to 21 days,5,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,5
15 to 21 days,5,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
15 to 21 days,5,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
22 to 30 days,0,all_persons,2016-12-01,2016-12-31,Q22c,without_children,0
22 to 30 days,0,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,0
22 to 30 days,0,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
22 to 30 days,0,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
31 to 60 days,5,all_persons,2016-12-01,2016-12-31,Q22c,without_children,0
31 to 60 days,5,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,5
31 to 60 days,5,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
31 to 60 days,5,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
61 to 180 days,4,all_persons,2016-12-01,2016-12-31,Q22c,without_children,0
61 to 180 days,4,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,4
61 to 180 days,4,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
61 to 180 days,4,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2016-12-01,2016-12-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-12-01,2016-12-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
Total (persons moved into housing),18,all_persons,2016-12-01,2016-12-31,Q22c,without_children,4
Total (persons moved into housing),18,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,14
Total (persons moved into housing),18,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
Total (persons moved into housing),18,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
Average length of time to housing,35,all_persons,2016-12-01,2016-12-31,Q22c,without_children,2
Average length of time to housing,35,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,44
Average length of time to housing,35,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
Average length of time to housing,35,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,0,all_persons,2016-12-01,2016-12-31,Q22c,without_children,0
Persons who were exited without move-in,0,all_persons,2016-12-01,2016-12-31,Q22c,with_children_and_adults,0
Persons who were exited without move-in,0,all_persons,2016-12-01,2016-12-31,Q22c,with_only_children,0
Persons who were exited without move-in,0,all_persons,2016-12-01,2016-12-31,Q22c,unknown_household_type,0
7 days or less,8,all_persons,2017-01-01,2017-01-31,Q22c,without_children,2
7 days or less,8,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,6
7 days or less,8,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
7 days or less,8,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
8 to 14 days,3,all_persons,2017-01-01,2017-01-31,Q22c,without_children,0
8 to 14 days,3,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,3
8 to 14 days,3,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
8 to 14 days,3,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
15 to 21 days,0,all_persons,2017-01-01,2017-01-31,Q22c,without_children,0
15 to 21 days,0,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,0
15 to 21 days,0,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
15 to 21 days,0,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
22 to 30 days,4,all_persons,2017-01-01,2017-01-31,Q22c,without_children,0
22 to 30 days,4,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,4
22 to 30 days,4,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
22 to 30 days,4,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
31 to 60 days,10,all_persons,2017-01-01,2017-01-31,Q22c,without_children,2
31 to 60 days,10,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,8
31 to 60 days,10,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
31 to 60 days,10,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
61 to 180 days,5,all_persons,2017-01-01,2017-01-31,Q22c,without_children,1
61 to 180 days,5,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,4
61 to 180 days,5,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
61 to 180 days,5,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2017-01-01,2017-01-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-01-01,2017-01-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
Total (persons moved into housing),30,all_persons,2017-01-01,2017-01-31,Q22c,without_children,5
Total (persons moved into housing),30,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,25
Total (persons moved into housing),30,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
Total (persons moved into housing),30,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
Average length of time to housing,36,all_persons,2017-01-01,2017-01-31,Q22c,without_children,40
Average length of time to housing,36,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,35
Average length of time to housing,36,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
Average length of time to housing,36,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,0,all_persons,2017-01-01,2017-01-31,Q22c,without_children,0
Persons who were exited without move-in,0,all_persons,2017-01-01,2017-01-31,Q22c,with_children_and_adults,0
Persons who were exited without move-in,0,all_persons,2017-01-01,2017-01-31,Q22c,with_only_children,0
Persons who were exited without move-in,0,all_persons,2017-01-01,2017-01-31,Q22c,unknown_household_type,0
7 days or less,1,all_persons,2017-02-01,2017-02-28,Q22c,without_children,1
7 days or less,1,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,0
7 days or less,1,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
7 days or less,1,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2017-02-01,2017-02-28,Q22c,without_children,0
8 to 14 days,0,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
15 to 21 days,0,all_persons,2017-02-01,2017-02-28,Q22c,without_children,0
15 to 21 days,0,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,0
15 to 21 days,0,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
15 to 21 days,0,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
22 to 30 days,1,all_persons,2017-02-01,2017-02-28,Q22c,without_children,1
22 to 30 days,1,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,0
22 to 30 days,1,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
22 to 30 days,1,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
31 to 60 days,3,all_persons,2017-02-01,2017-02-28,Q22c,without_children,0
31 to 60 days,3,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,3
31 to 60 days,3,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
31 to 60 days,3,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
61 to 180 days,13,all_persons,2017-02-01,2017-02-28,Q22c,without_children,0
61 to 180 days,13,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,13
61 to 180 days,13,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
61 to 180 days,13,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2017-02-01,2017-02-28,Q22c,without_children,0
181 to 365 days,0,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-02-01,2017-02-28,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
Total (persons moved into housing),18,all_persons,2017-02-01,2017-02-28,Q22c,without_children,2
Total (persons moved into housing),18,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,16
Total (persons moved into housing),18,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
Total (persons moved into housing),18,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
Average length of time to housing,88,all_persons,2017-02-01,2017-02-28,Q22c,without_children,15
Average length of time to housing,88,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,97
Average length of time to housing,88,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
Average length of time to housing,88,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
Persons who were exited without move-in,0,all_persons,2017-02-01,2017-02-28,Q22c,without_children,0
Persons who were exited without move-in,0,all_persons,2017-02-01,2017-02-28,Q22c,with_children_and_adults,0
Persons who were exited without move-in,0,all_persons,2017-02-01,2017-02-28,Q22c,with_only_children,0
Persons who were exited without move-in,0,all_persons,2017-02-01,2017-02-28,Q22c,unknown_household_type,0
7 days or less,6,all_persons,2017-03-01,2017-03-31,Q22c,without_children,1
7 days or less,6,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,5
7 days or less,6,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
7 days or less,6,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2017-03-01,2017-03-31,Q22c,without_children,0
8 to 14 days,0,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
15 to 21 days,0,all_persons,2017-03-01,2017-03-31,Q22c,without_children,0
15 to 21 days,0,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,0
15 to 21 days,0,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
15 to 21 days,0,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
22 to 30 days,1,all_persons,2017-03-01,2017-03-31,Q22c,without_children,1
22 to 30 days,1,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,0
22 to 30 days,1,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
22 to 30 days,1,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
31 to 60 days,1,all_persons,2017-03-01,2017-03-31,Q22c,without_children,1
31 to 60 days,1,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,0
31 to 60 days,1,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
31 to 60 days,1,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
61 to 180 days,2,all_persons,2017-03-01,2017-03-31,Q22c,without_children,0
61 to 180 days,2,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,2
61 to 180 days,2,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
61 to 180 days,2,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2017-03-01,2017-03-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-03-01,2017-03-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
Total (persons moved into housing),10,all_persons,2017-03-01,2017-03-31,Q22c,without_children,3
Total (persons moved into housing),10,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,7
Total (persons moved into housing),10,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
Total (persons moved into housing),10,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
Average length of time to housing,39,all_persons,2017-03-01,2017-03-31,Q22c,without_children,21
Average length of time to housing,39,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,46
Average length of time to housing,39,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
Average length of time to housing,39,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,0,all_persons,2017-03-01,2017-03-31,Q22c,without_children,0
Persons who were exited without move-in,0,all_persons,2017-03-01,2017-03-31,Q22c,with_children_and_adults,0
Persons who were exited without move-in,0,all_persons,2017-03-01,2017-03-31,Q22c,with_only_children,0
Persons who were exited without move-in,0,all_persons,2017-03-01,2017-03-31,Q22c,unknown_household_type,0
7 days or less,3,all_persons,2017-04-01,2017-04-30,Q22c,without_children,3
7 days or less,3,all_persons,2017-04-01,2017-04-30,Q22c,with_children_and_adults,0
7 days or less,3,all_persons,2017-04-01,2017-04-30,Q22c,with_only_children,0
7 days or less,3,all_persons,2017-04-01,2017-04-30,Q22c,unknown_household_type,0
8 to 14 days,4,all_persons,2017-04-01,2017-04-30,Q22c,without_children,1
8 to 14 days,4,all_persons,2017-04-01,2017-04-30,Q22c,with_children_and_adults,3
8 to 14 days,4,all_persons,2017-04-01,2017-04-30,Q22c,with_only_children,0
8 to 14 days,4,all_persons,2017-04-01,2017-04-30,Q22c,unknown_household_type,0
15 to 21 days,1,all_persons,2017-04-01,2017-04-30,Q22c,without_children,1
15 to 21 days,1,all_persons,2017-04-01,2017-04-30,Q22c,with_children_and_adults,0
15 to 21 days,1,all_persons,2017-04-01,2017-04-30,Q22c,with_only_children,0
15 to 21 days,1,all_persons,2017-04-01,2017-04-30,Q22c,unknown_household_type,0
22 to 30 days,1,all_persons,2017-04-01,2017-04-30,Q22c,without_children,1
