number_of_adults_by_income_category,population,start_date,end_date,question,status,count
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_start,7
Adults with Missing Income Information,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_annual_assessment_stayers,204
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_annual_assessment_stayers,72
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_start,435
Total Adults,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_annual_assessment_stayers,308
Total Adults,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_exit_leavers,127
1 or More Source of Income,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_start,254
1 or More Source of Income,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_annual_assessment_stayers,25
1 or More Source of Income,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_exit_leavers,82
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_annual_assessment_stayers,32
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-02-01,2016-02-29,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,115
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,3
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,32
Adults with Only Other Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,97
Adults with Only Other Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,21
Adults with Only Other Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,24
Adults with Both Earned and Other Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,21
Adults with Both Earned and Other Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,5
Adults with No Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,209
Adults with No Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,10
Adults with No Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,58
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,7
Adults with Missing Income Information,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,225
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,72
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,450
Total Adults,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,331
Total Adults,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,119
1 or More Source of Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,251
1 or More Source of Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,27
1 or More Source of Income,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,64
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_annual_assessment_stayers,34
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-03-01,2016-03-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,112
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,27
Adults with Only Other Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,94
Adults with Only Other Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,23
Adults with Only Other Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,15
Adults with Both Earned and Other Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,20
Adults with Both Earned and Other Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,3
Adults with No Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,168
Adults with No Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,10
Adults with No Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,40
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,7
Adults with Missing Income Information,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,210
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,72
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,403
Total Adults,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,317
Total Adults,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,86
1 or More Source of Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,242
1 or More Source of Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,28
1 or More Source of Income,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,50
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_annual_assessment_stayers,35
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-04-01,2016-04-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,107
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,29
Adults with Only Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,104
Adults with Only Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,23
Adults with Only Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,16
Adults with Both Earned and Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,20
Adults with Both Earned and Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,145
Adults with No Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,11
Adults with No Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,28
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,196
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,71
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,383
Total Adults,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,303
Total Adults,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,80
1 or More Source of Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,245
1 or More Source of Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,29
1 or More Source of Income,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,52
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_annual_assessment_stayers,36
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-05-01,2016-05-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,107
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,24
Adults with Only Other Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,104
Adults with Only Other Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,22
Adults with Only Other Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,17
Adults with Both Earned and Other Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,19
Adults with Both Earned and Other Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,9
Adults with No Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,142
Adults with No Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,10
Adults with No Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,22
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,200
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,72
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,378
Total Adults,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,306
Total Adults,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,72
1 or More Source of Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,246
1 or More Source of Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,28
1 or More Source of Income,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,52
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_annual_assessment_stayers,34
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-06-01,2016-06-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,121
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,21
Adults with Only Other Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,107
Adults with Only Other Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,21
Adults with Only Other Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,13
Adults with Both Earned and Other Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,19
Adults with Both Earned and Other Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,150
Adults with No Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,11
Adults with No Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,17
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,9
Adults with Missing Income Information,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,242
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,75
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,406
Total Adults,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,351
Total Adults,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,55
1 or More Source of Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,265
1 or More Source of Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,28
1 or More Source of Income,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,42
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_annual_assessment_stayers,34
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-07-01,2016-07-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,143
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,33
Adults with Only Other Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,128
Adults with Only Other Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,20
Adults with Only Other Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,23
Adults with Both Earned and Other Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,25
Adults with Both Earned and Other Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,174
Adults with No Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,10
Adults with No Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,39
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,8
Adults with Missing Income Information,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,268
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,76
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,479
Total Adults,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,376
Total Adults,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,103
1 or More Source of Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,314
1 or More Source of Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,26
1 or More Source of Income,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,62
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_annual_assessment_stayers,32
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-08-01,2016-08-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,135
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,51
Adults with Only Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,132
Adults with Only Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,19
Adults with Only Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,29
Adults with Both Earned and Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,24
Adults with Both Earned and Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,10
Adults with No Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,176
Adults with No Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,10
Adults with No Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,41
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,11
Adults with Missing Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,236
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,78
