number_of_chronically_homeless_persons_by_income_category,population,start_date,end_date,question,status,count
Chronically Homeless Persons with Only Other Income,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_start,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_start,23
Chronically Homeless Persons with No Income,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with No Income,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,41
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_start,50
Total Chronically Homeless Persons,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,47
Total Chronically Homeless Persons,chronically_homeless,2016-10-01,2016-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,3
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_start,6
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_start,24
Chronically Homeless Persons with Only Other Income,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,5
Chronically Homeless Persons with Only Other Income,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_start,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_start,29
Chronically Homeless Persons with No Income,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with No Income,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,4
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,48
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_start,60
Total Chronically Homeless Persons,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,54
Total Chronically Homeless Persons,chronically_homeless,2016-11-01,2016-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,6
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_start,6
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_start,22
Chronically Homeless Persons with Only Other Income,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,5
Chronically Homeless Persons with Only Other Income,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_start,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_start,28
Chronically Homeless Persons with No Income,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with No Income,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,4
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,46
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_start,57
Total Chronically Homeless Persons,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,52
Total Chronically Homeless Persons,chronically_homeless,2016-12-01,2016-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_start,6
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_start,27
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,5
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_start,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with No Income,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_start,28
Chronically Homeless Persons with No Income,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with No Income,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,4
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,40
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_start,62
Total Chronically Homeless Persons,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,54
Total Chronically Homeless Persons,chronically_homeless,2017-01-01,2017-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,8
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_start,6
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,3
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_start,28
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_start,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_start,27
Chronically Homeless Persons with No Income,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,7
Chronically Homeless Persons with No Income,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,4
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,36
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_start,62
Total Chronically Homeless Persons,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,55
Total Chronically Homeless Persons,chronically_homeless,2017-02-01,2017-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,7
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_start,5
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,3
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_start,29
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,7
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_start,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with No Income,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_start,30
Chronically Homeless Persons with No Income,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,10
Chronically Homeless Persons with No Income,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,29
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_start,65
Total Chronically Homeless Persons,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,52
Total Chronically Homeless Persons,chronically_homeless,2017-03-01,2017-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,13
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_start,5
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,5
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_start,24
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Chronically Homeless Persons with Only Other Income,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_start,27
Chronically Homeless Persons with No Income,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,12
Chronically Homeless Persons with No Income,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,8
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,19
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_start,56
Total Chronically Homeless Persons,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,46
Total Chronically Homeless Persons,chronically_homeless,2017-04-01,2017-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,10
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2017-05-01,2017-05-31,Q26f,number_of_chronically_homeless_persons_at_start,5
