length_participation,total,population,start_date,end_date,question,status,count
366 to 730 Days (1-2 Yrs),1,youth,2016-01-01,2016-01-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-01-01,2016-01-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-01-01,2016-01-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-01-01,2016-01-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",1,youth,2016-01-01,2016-01-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",1,youth,2016-01-01,2016-01-31,Q27e,stayers,1
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2016-01-01,2016-01-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2016-01-01,2016-01-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-01-01,2016-01-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-01-01,2016-01-31,Q27e,stayers,0
Data Not Collected,0,youth,2016-01-01,2016-01-31,Q27e,leavers,0
Data Not Collected,0,youth,2016-01-01,2016-01-31,Q27e,stayers,0
30 days or less,16,youth,2016-02-01,2016-02-29,Q27e,leavers,7
30 days or less,16,youth,2016-02-01,2016-02-29,Q27e,stayers,9
31 to 60 days,2,youth,2016-02-01,2016-02-29,Q27e,leavers,1
31 to 60 days,2,youth,2016-02-01,2016-02-29,Q27e,stayers,1
61 to 90 days,2,youth,2016-02-01,2016-02-29,Q27e,leavers,1
61 to 90 days,2,youth,2016-02-01,2016-02-29,Q27e,stayers,1
91 to 180 days,6,youth,2016-02-01,2016-02-29,Q27e,leavers,3
91 to 180 days,6,youth,2016-02-01,2016-02-29,Q27e,stayers,3
181 to 365 days,0,youth,2016-02-01,2016-02-29,Q27e,leavers,0
181 to 365 days,0,youth,2016-02-01,2016-02-29,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-02-01,2016-02-29,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-02-01,2016-02-29,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-02-01,2016-02-29,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-02-01,2016-02-29,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",1,youth,2016-02-01,2016-02-29,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",1,youth,2016-02-01,2016-02-29,Q27e,stayers,1
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2016-02-01,2016-02-29,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2016-02-01,2016-02-29,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-02-01,2016-02-29,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-02-01,2016-02-29,Q27e,stayers,0
Data Not Collected,0,youth,2016-02-01,2016-02-29,Q27e,leavers,0
Data Not Collected,0,youth,2016-02-01,2016-02-29,Q27e,stayers,0
30 days or less,22,youth,2016-03-01,2016-03-31,Q27e,leavers,9
30 days or less,22,youth,2016-03-01,2016-03-31,Q27e,stayers,13
31 to 60 days,2,youth,2016-03-01,2016-03-31,Q27e,leavers,0
31 to 60 days,2,youth,2016-03-01,2016-03-31,Q27e,stayers,2
61 to 90 days,1,youth,2016-03-01,2016-03-31,Q27e,leavers,0
61 to 90 days,1,youth,2016-03-01,2016-03-31,Q27e,stayers,1
91 to 180 days,4,youth,2016-03-01,2016-03-31,Q27e,leavers,2
91 to 180 days,4,youth,2016-03-01,2016-03-31,Q27e,stayers,2
181 to 365 days,0,youth,2016-03-01,2016-03-31,Q27e,leavers,0
181 to 365 days,0,youth,2016-03-01,2016-03-31,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-03-01,2016-03-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-03-01,2016-03-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-03-01,2016-03-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-03-01,2016-03-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-03-01,2016-03-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-03-01,2016-03-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-03-01,2016-03-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-03-01,2016-03-31,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-03-01,2016-03-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-03-01,2016-03-31,Q27e,stayers,0
Data Not Collected,0,youth,2016-03-01,2016-03-31,Q27e,leavers,0
Data Not Collected,0,youth,2016-03-01,2016-03-31,Q27e,stayers,0
30 days or less,10,youth,2016-04-01,2016-04-30,Q27e,leavers,3
30 days or less,10,youth,2016-04-01,2016-04-30,Q27e,stayers,7
31 to 60 days,9,youth,2016-04-01,2016-04-30,Q27e,leavers,2
31 to 60 days,9,youth,2016-04-01,2016-04-30,Q27e,stayers,7
61 to 90 days,1,youth,2016-04-01,2016-04-30,Q27e,leavers,0
61 to 90 days,1,youth,2016-04-01,2016-04-30,Q27e,stayers,1
91 to 180 days,2,youth,2016-04-01,2016-04-30,Q27e,leavers,1
91 to 180 days,2,youth,2016-04-01,2016-04-30,Q27e,stayers,1
181 to 365 days,1,youth,2016-04-01,2016-04-30,Q27e,leavers,0
181 to 365 days,1,youth,2016-04-01,2016-04-30,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),1,youth,2016-04-01,2016-04-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-04-01,2016-04-30,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-04-01,2016-04-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-04-01,2016-04-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-04-01,2016-04-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-04-01,2016-04-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-04-01,2016-04-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-04-01,2016-04-30,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-04-01,2016-04-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-04-01,2016-04-30,Q27e,stayers,0
Data Not Collected,0,youth,2016-04-01,2016-04-30,Q27e,leavers,0
Data Not Collected,0,youth,2016-04-01,2016-04-30,Q27e,stayers,0
30 days or less,10,youth,2016-05-01,2016-05-31,Q27e,leavers,4
30 days or less,10,youth,2016-05-01,2016-05-31,Q27e,stayers,6
31 to 60 days,7,youth,2016-05-01,2016-05-31,Q27e,leavers,3
31 to 60 days,7,youth,2016-05-01,2016-05-31,Q27e,stayers,4
61 to 90 days,5,youth,2016-05-01,2016-05-31,Q27e,leavers,4
61 to 90 days,5,youth,2016-05-01,2016-05-31,Q27e,stayers,1
91 to 180 days,2,youth,2016-05-01,2016-05-31,Q27e,leavers,0
91 to 180 days,2,youth,2016-05-01,2016-05-31,Q27e,stayers,2
181 to 365 days,1,youth,2016-05-01,2016-05-31,Q27e,leavers,0
181 to 365 days,1,youth,2016-05-01,2016-05-31,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),1,youth,2016-05-01,2016-05-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-05-01,2016-05-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-05-01,2016-05-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-05-01,2016-05-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-05-01,2016-05-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-05-01,2016-05-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-05-01,2016-05-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-05-01,2016-05-31,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-05-01,2016-05-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-05-01,2016-05-31,Q27e,stayers,0
Data Not Collected,0,youth,2016-05-01,2016-05-31,Q27e,leavers,0
Data Not Collected,0,youth,2016-05-01,2016-05-31,Q27e,stayers,0
30 days or less,8,youth,2016-06-01,2016-06-30,Q27e,leavers,1
30 days or less,8,youth,2016-06-01,2016-06-30,Q27e,stayers,7
31 to 60 days,5,youth,2016-06-01,2016-06-30,Q27e,leavers,1
31 to 60 days,5,youth,2016-06-01,2016-06-30,Q27e,stayers,4
61 to 90 days,4,youth,2016-06-01,2016-06-30,Q27e,leavers,1
61 to 90 days,4,youth,2016-06-01,2016-06-30,Q27e,stayers,3
91 to 180 days,3,youth,2016-06-01,2016-06-30,Q27e,leavers,1
91 to 180 days,3,youth,2016-06-01,2016-06-30,Q27e,stayers,2
181 to 365 days,1,youth,2016-06-01,2016-06-30,Q27e,leavers,0
181 to 365 days,1,youth,2016-06-01,2016-06-30,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),1,youth,2016-06-01,2016-06-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-06-01,2016-06-30,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-06-01,2016-06-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-06-01,2016-06-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-06-01,2016-06-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-06-01,2016-06-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-06-01,2016-06-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-06-01,2016-06-30,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-06-01,2016-06-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-06-01,2016-06-30,Q27e,stayers,0
Data Not Collected,0,youth,2016-06-01,2016-06-30,Q27e,leavers,0
Data Not Collected,0,youth,2016-06-01,2016-06-30,Q27e,stayers,0
30 days or less,6,youth,2016-07-01,2016-07-31,Q27e,leavers,1
30 days or less,6,youth,2016-07-01,2016-07-31,Q27e,stayers,5
31 to 60 days,7,youth,2016-07-01,2016-07-31,Q27e,leavers,2
31 to 60 days,7,youth,2016-07-01,2016-07-31,Q27e,stayers,5
61 to 90 days,5,youth,2016-07-01,2016-07-31,Q27e,leavers,2
61 to 90 days,5,youth,2016-07-01,2016-07-31,Q27e,stayers,3
91 to 180 days,3,youth,2016-07-01,2016-07-31,Q27e,leavers,2
91 to 180 days,3,youth,2016-07-01,2016-07-31,Q27e,stayers,1
181 to 365 days,1,youth,2016-07-01,2016-07-31,Q27e,leavers,0
181 to 365 days,1,youth,2016-07-01,2016-07-31,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),1,youth,2016-07-01,2016-07-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-07-01,2016-07-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-07-01,2016-07-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-07-01,2016-07-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-07-01,2016-07-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-07-01,2016-07-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-07-01,2016-07-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-07-01,2016-07-31,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-07-01,2016-07-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-07-01,2016-07-31,Q27e,stayers,0
Data Not Collected,0,youth,2016-07-01,2016-07-31,Q27e,leavers,0
Data Not Collected,0,youth,2016-07-01,2016-07-31,Q27e,stayers,0
30 days or less,14,youth,2016-08-01,2016-08-31,Q27e,leavers,2
30 days or less,14,youth,2016-08-01,2016-08-31,Q27e,stayers,12
31 to 60 days,5,youth,2016-08-01,2016-08-31,Q27e,leavers,1
31 to 60 days,5,youth,2016-08-01,2016-08-31,Q27e,stayers,4
61 to 90 days,4,youth,2016-08-01,2016-08-31,Q27e,leavers,1
61 to 90 days,4,youth,2016-08-01,2016-08-31,Q27e,stayers,3
91 to 180 days,4,youth,2016-08-01,2016-08-31,Q27e,leavers,2
91 to 180 days,4,youth,2016-08-01,2016-08-31,Q27e,stayers,2
181 to 365 days,1,youth,2016-08-01,2016-08-31,Q27e,leavers,0
181 to 365 days,1,youth,2016-08-01,2016-08-31,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),1,youth,2016-08-01,2016-08-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-08-01,2016-08-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-08-01,2016-08-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-08-01,2016-08-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-08-01,2016-08-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-08-01,2016-08-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-08-01,2016-08-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-08-01,2016-08-31,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-08-01,2016-08-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-08-01,2016-08-31,Q27e,stayers,0
Data Not Collected,0,youth,2016-08-01,2016-08-31,Q27e,leavers,0
Data Not Collected,0,youth,2016-08-01,2016-08-31,Q27e,stayers,0
30 days or less,11,youth,2016-09-01,2016-09-30,Q27e,leavers,4
30 days or less,11,youth,2016-09-01,2016-09-30,Q27e,stayers,7
31 to 60 days,9,youth,2016-09-01,2016-09-30,Q27e,leavers,7
31 to 60 days,9,youth,2016-09-01,2016-09-30,Q27e,stayers,2
61 to 90 days,3,youth,2016-09-01,2016-09-30,Q27e,leavers,0
61 to 90 days,3,youth,2016-09-01,2016-09-30,Q27e,stayers,3
91 to 180 days,5,youth,2016-09-01,2016-09-30,Q27e,leavers,2
91 to 180 days,5,youth,2016-09-01,2016-09-30,Q27e,stayers,3
181 to 365 days,1,youth,2016-09-01,2016-09-30,Q27e,leavers,0
181 to 365 days,1,youth,2016-09-01,2016-09-30,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),1,youth,2016-09-01,2016-09-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-09-01,2016-09-30,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-09-01,2016-09-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-09-01,2016-09-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-09-01,2016-09-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-09-01,2016-09-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-09-01,2016-09-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-09-01,2016-09-30,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-09-01,2016-09-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-09-01,2016-09-30,Q27e,stayers,0
Data Not Collected,0,youth,2016-09-01,2016-09-30,Q27e,leavers,0
Data Not Collected,0,youth,2016-09-01,2016-09-30,Q27e,stayers,0
30 days or less,4,youth,2016-10-01,2016-10-31,Q27e,leavers,1
30 days or less,4,youth,2016-10-01,2016-10-31,Q27e,stayers,3
31 to 60 days,7,youth,2016-10-01,2016-10-31,Q27e,leavers,0
31 to 60 days,7,youth,2016-10-01,2016-10-31,Q27e,stayers,7
61 to 90 days,5,youth,2016-10-01,2016-10-31,Q27e,leavers,3
61 to 90 days,5,youth,2016-10-01,2016-10-31,Q27e,stayers,2
91 to 180 days,3,youth,2016-10-01,2016-10-31,Q27e,leavers,0
91 to 180 days,3,youth,2016-10-01,2016-10-31,Q27e,stayers,3
181 to 365 days,0,youth,2016-10-01,2016-10-31,Q27e,leavers,0
181 to 365 days,0,youth,2016-10-01,2016-10-31,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-10-01,2016-10-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-10-01,2016-10-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",1,youth,2016-10-01,2016-10-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",1,youth,2016-10-01,2016-10-31,Q27e,stayers,1
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-10-01,2016-10-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-10-01,2016-10-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-10-01,2016-10-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-10-01,2016-10-31,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-10-01,2016-10-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-10-01,2016-10-31,Q27e,stayers,0
Data Not Collected,0,youth,2016-10-01,2016-10-31,Q27e,leavers,0
Data Not Collected,0,youth,2016-10-01,2016-10-31,Q27e,stayers,0
30 days or less,13,youth,2016-11-01,2016-11-30,Q27e,leavers,6
30 days or less,13,youth,2016-11-01,2016-11-30,Q27e,stayers,7
31 to 60 days,4,youth,2016-11-01,2016-11-30,Q27e,leavers,0
31 to 60 days,4,youth,2016-11-01,2016-11-30,Q27e,stayers,4
61 to 90 days,8,youth,2016-11-01,2016-11-30,Q27e,leavers,3
61 to 90 days,8,youth,2016-11-01,2016-11-30,Q27e,stayers,5
91 to 180 days,2,youth,2016-11-01,2016-11-30,Q27e,leavers,2
91 to 180 days,2,youth,2016-11-01,2016-11-30,Q27e,stayers,0
181 to 365 days,1,youth,2016-11-01,2016-11-30,Q27e,leavers,0
181 to 365 days,1,youth,2016-11-01,2016-11-30,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),1,youth,2016-11-01,2016-11-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-11-01,2016-11-30,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",1,youth,2016-11-01,2016-11-30,Q27e,leavers,1
"731 to 1,095 Days (2-3 Yrs)",1,youth,2016-11-01,2016-11-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-11-01,2016-11-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-11-01,2016-11-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-11-01,2016-11-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-11-01,2016-11-30,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-11-01,2016-11-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-11-01,2016-11-30,Q27e,stayers,0
Data Not Collected,0,youth,2016-11-01,2016-11-30,Q27e,leavers,0
Data Not Collected,0,youth,2016-11-01,2016-11-30,Q27e,stayers,0
30 days or less,13,youth,2016-12-01,2016-12-31,Q27e,leavers,6
30 days or less,13,youth,2016-12-01,2016-12-31,Q27e,stayers,7
31 to 60 days,3,youth,2016-12-01,2016-12-31,Q27e,leavers,1
31 to 60 days,3,youth,2016-12-01,2016-12-31,Q27e,stayers,2
61 to 90 days,4,youth,2016-12-01,2016-12-31,Q27e,leavers,1
61 to 90 days,4,youth,2016-12-01,2016-12-31,Q27e,stayers,3
91 to 180 days,4,youth,2016-12-01,2016-12-31,Q27e,leavers,2
91 to 180 days,4,youth,2016-12-01,2016-12-31,Q27e,stayers,2
181 to 365 days,1,youth,2016-12-01,2016-12-31,Q27e,leavers,0
181 to 365 days,1,youth,2016-12-01,2016-12-31,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),1,youth,2016-12-01,2016-12-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2016-12-01,2016-12-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-12-01,2016-12-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2016-12-01,2016-12-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-12-01,2016-12-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2016-12-01,2016-12-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-12-01,2016-12-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2016-12-01,2016-12-31,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2016-12-01,2016-12-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2016-12-01,2016-12-31,Q27e,stayers,0
Data Not Collected,0,youth,2016-12-01,2016-12-31,Q27e,leavers,0
Data Not Collected,0,youth,2016-12-01,2016-12-31,Q27e,stayers,0
30 days or less,9,youth,2017-01-01,2017-01-31,Q27e,leavers,5
30 days or less,9,youth,2017-01-01,2017-01-31,Q27e,stayers,4
31 to 60 days,7,youth,2017-01-01,2017-01-31,Q27e,leavers,4
31 to 60 days,7,youth,2017-01-01,2017-01-31,Q27e,stayers,3
61 to 90 days,1,youth,2017-01-01,2017-01-31,Q27e,leavers,0
61 to 90 days,1,youth,2017-01-01,2017-01-31,Q27e,stayers,1
91 to 180 days,5,youth,2017-01-01,2017-01-31,Q27e,leavers,2
91 to 180 days,5,youth,2017-01-01,2017-01-31,Q27e,stayers,3
181 to 365 days,1,youth,2017-01-01,2017-01-31,Q27e,leavers,0
181 to 365 days,1,youth,2017-01-01,2017-01-31,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),1,youth,2017-01-01,2017-01-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2017-01-01,2017-01-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-01-01,2017-01-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-01-01,2017-01-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-01-01,2017-01-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-01-01,2017-01-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-01-01,2017-01-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-01-01,2017-01-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2017-01-01,2017-01-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2017-01-01,2017-01-31,Q27e,stayers,0
Data Not Collected,0,youth,2017-01-01,2017-01-31,Q27e,leavers,0
Data Not Collected,0,youth,2017-01-01,2017-01-31,Q27e,stayers,0
30 days or less,8,youth,2017-02-01,2017-02-28,Q27e,leavers,6
30 days or less,8,youth,2017-02-01,2017-02-28,Q27e,stayers,2
31 to 60 days,4,youth,2017-02-01,2017-02-28,Q27e,leavers,2
31 to 60 days,4,youth,2017-02-01,2017-02-28,Q27e,stayers,2
61 to 90 days,2,youth,2017-02-01,2017-02-28,Q27e,leavers,1
61 to 90 days,2,youth,2017-02-01,2017-02-28,Q27e,stayers,1
91 to 180 days,4,youth,2017-02-01,2017-02-28,Q27e,leavers,1
91 to 180 days,4,youth,2017-02-01,2017-02-28,Q27e,stayers,3
181 to 365 days,2,youth,2017-02-01,2017-02-28,Q27e,leavers,0
181 to 365 days,2,youth,2017-02-01,2017-02-28,Q27e,stayers,2
366 to 730 Days (1-2 Yrs),1,youth,2017-02-01,2017-02-28,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2017-02-01,2017-02-28,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-02-01,2017-02-28,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-02-01,2017-02-28,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-02-01,2017-02-28,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-02-01,2017-02-28,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2017-02-01,2017-02-28,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2017-02-01,2017-02-28,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",0,youth,2017-02-01,2017-02-28,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2017-02-01,2017-02-28,Q27e,stayers,0
Data Not Collected,0,youth,2017-02-01,2017-02-28,Q27e,leavers,0
Data Not Collected,0,youth,2017-02-01,2017-02-28,Q27e,stayers,0
30 days or less,7,youth,2017-03-01,2017-03-31,Q27e,leavers,4
30 days or less,7,youth,2017-03-01,2017-03-31,Q27e,stayers,3
31 to 60 days,4,youth,2017-03-01,2017-03-31,Q27e,leavers,3
31 to 60 days,4,youth,2017-03-01,2017-03-31,Q27e,stayers,1
61 to 90 days,1,youth,2017-03-01,2017-03-31,Q27e,leavers,1
61 to 90 days,1,youth,2017-03-01,2017-03-31,Q27e,stayers,0
91 to 180 days,3,youth,2017-03-01,2017-03-31,Q27e,leavers,0
91 to 180 days,3,youth,2017-03-01,2017-03-31,Q27e,stayers,3
181 to 365 days,2,youth,2017-03-01,2017-03-31,Q27e,leavers,0
181 to 365 days,2,youth,2017-03-01,2017-03-31,Q27e,stayers,2
366 to 730 Days (1-2 Yrs),1,youth,2017-03-01,2017-03-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2017-03-01,2017-03-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-03-01,2017-03-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-03-01,2017-03-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-03-01,2017-03-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-03-01,2017-03-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-03-01,2017-03-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-03-01,2017-03-31,Q27e,stayers,0
