non_cash_benefits,population,start_date,end_date,question,status,count
TANF Transportation Services,veterans,2016-10-01,2016-10-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2016-10-01,2016-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2016-10-01,2016-10-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2016-10-01,2016-10-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2016-10-01,2016-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2016-10-01,2016-10-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2016-10-01,2016-10-31,Q25h,benefit_at_start,0
Other Source,veterans,2016-10-01,2016-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2016-10-01,2016-10-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2016-11-01,2016-11-30,Q25h,benefit_at_start,6
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2016-11-01,2016-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2016-11-01,2016-11-30,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2016-11-01,2016-11-30,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2016-11-01,2016-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2016-11-01,2016-11-30,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_start,0
Other Source,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2016-11-01,2016-11-30,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2016-12-01,2016-12-31,Q25h,benefit_at_start,6
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2016-12-01,2016-12-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2016-12-01,2016-12-31,Q25h,benefit_at_exit_for_leavers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2016-12-01,2016-12-31,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2016-12-01,2016-12-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2016-12-01,2016-12-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_start,0
Other Source,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2016-12-01,2016-12-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-01-01,2017-01-31,Q25h,benefit_at_start,6
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-01-01,2017-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-01-01,2017-01-31,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-01-01,2017-01-31,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-01-01,2017-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-01-01,2017-01-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_start,1
Other Source,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-01-01,2017-01-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-02-01,2017-02-28,Q25h,benefit_at_start,6
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-02-01,2017-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-02-01,2017-02-28,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-02-01,2017-02-28,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-02-01,2017-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-02-01,2017-02-28,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_start,1
Other Source,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-02-01,2017-02-28,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-03-01,2017-03-31,Q25h,benefit_at_start,7
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-03-01,2017-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-03-01,2017-03-31,Q25h,benefit_at_exit_for_leavers,2
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-03-01,2017-03-31,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-03-01,2017-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-03-01,2017-03-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_start,1
Other Source,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-03-01,2017-03-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-04-01,2017-04-30,Q25h,benefit_at_start,6
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-04-01,2017-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-04-01,2017-04-30,Q25h,benefit_at_exit_for_leavers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-04-01,2017-04-30,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-04-01,2017-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-04-01,2017-04-30,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_start,1
Other Source,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-04-01,2017-04-30,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-05-01,2017-05-31,Q25h,benefit_at_start,5
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-05-01,2017-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-05-01,2017-05-31,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-05-01,2017-05-31,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-05-01,2017-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-05-01,2017-05-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_start,1
Other Source,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-05-01,2017-05-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-06-01,2017-06-30,Q25h,benefit_at_start,6
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-06-01,2017-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,5
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-06-01,2017-06-30,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-06-01,2017-06-30,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-06-01,2017-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-06-01,2017-06-30,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_start,1
Other Source,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-06-01,2017-06-30,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-07-01,2017-07-31,Q25h,benefit_at_start,7
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-07-01,2017-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-07-01,2017-07-31,Q25h,benefit_at_exit_for_leavers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-07-01,2017-07-31,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-07-01,2017-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-07-01,2017-07-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_start,1
Other Source,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-07-01,2017-07-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-08-01,2017-08-31,Q25h,benefit_at_start,9
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-08-01,2017-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-08-01,2017-08-31,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-08-01,2017-08-31,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-08-01,2017-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-08-01,2017-08-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_start,1
Other Source,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-08-01,2017-08-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-09-01,2017-09-30,Q25h,benefit_at_start,11
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-09-01,2017-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-09-01,2017-09-30,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-09-01,2017-09-30,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-09-01,2017-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-09-01,2017-09-30,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_start,1
Other TANF-Funded Services,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_start,1
Other Source,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-09-01,2017-09-30,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-10-01,2017-10-31,Q25h,benefit_at_start,12
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-10-01,2017-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-10-01,2017-10-31,Q25h,benefit_at_exit_for_leavers,4
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-10-01,2017-10-31,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-10-01,2017-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-10-01,2017-10-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_start,1
Other TANF-Funded Services,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_exit_for_leavers,1
Other Source,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_start,1
Other Source,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-10-01,2017-10-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-11-01,2017-11-30,Q25h,benefit_at_start,10
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-11-01,2017-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,3
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-11-01,2017-11-30,Q25h,benefit_at_exit_for_leavers,4
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-11-01,2017-11-30,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-11-01,2017-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2017-11-01,2017-11-30,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_start,1
Other Source,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2017-11-01,2017-11-30,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2017-12-01,2017-12-31,Q25h,benefit_at_start,8
