non_cash_benefits,population,start_date,end_date,question,status,count
Other Source,all_persons,2016-10-01,2016-10-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_start,146
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,15
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_exit_for_leavers,32
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_start,12
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_exit_for_leavers,1
TANF Child Care Services,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_start,2
Other TANF-Funded Services,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_start,7
Other Source,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,12
Other Source,all_persons,2016-11-01,2016-11-30,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_start,147
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,14
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_exit_for_leavers,32
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_start,14
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_exit_for_leavers,4
TANF Child Care Services,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_start,2
Other TANF-Funded Services,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_start,8
Other Source,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2016-12-01,2016-12-31,Q20a,benefit_at_exit_for_leavers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_start,148
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,14
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_exit_for_leavers,46
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_start,18
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_exit_for_leavers,6
TANF Child Care Services,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_start,7
Other Source,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,12
Other Source,all_persons,2017-01-01,2017-01-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_start,134
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,19
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_exit_for_leavers,36
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_start,16
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_exit_for_leavers,8
TANF Child Care Services,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_start,2
TANF Transportation Services,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_start,2
Other TANF-Funded Services,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_start,8
Other Source,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,12
Other Source,all_persons,2017-02-01,2017-02-28,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_start,134
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,18
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_exit_for_leavers,39
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_start,12
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_exit_for_leavers,4
TANF Child Care Services,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_start,2
Other TANF-Funded Services,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_start,9
Other Source,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,10
Other Source,all_persons,2017-03-01,2017-03-31,Q20a,benefit_at_exit_for_leavers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_start,127
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,22
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_exit_for_leavers,39
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_start,9
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_start,8
Other Source,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,13
Other Source,all_persons,2017-04-01,2017-04-30,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_start,118
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,21
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_exit_for_leavers,22
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_start,9
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_exit_for_leavers,0
TANF Child Care Services,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_start,7
Other Source,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,12
Other Source,all_persons,2017-05-01,2017-05-31,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_start,121
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,22
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_exit_for_leavers,11
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_start,14
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_start,7
Other Source,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,12
Other Source,all_persons,2017-06-01,2017-06-30,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_start,138
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,20
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_exit_for_leavers,24
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_start,19
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_exit_for_leavers,4
TANF Child Care Services,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_start,7
Other Source,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2017-07-01,2017-07-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_start,142
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,20
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_exit_for_leavers,42
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_start,17
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_exit_for_leavers,8
TANF Child Care Services,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_start,7
Other Source,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,10
Other Source,all_persons,2017-08-01,2017-08-31,Q20a,benefit_at_exit_for_leavers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_start,117
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,20
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_exit_for_leavers,38
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_start,10
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_exit_for_leavers,5
TANF Child Care Services,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_start,6
Other Source,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,10
Other Source,all_persons,2017-09-01,2017-09-30,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_start,104
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,20
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_exit_for_leavers,21
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_start,5
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_start,6
Other Source,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,10
Other Source,all_persons,2017-10-01,2017-10-31,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_start,126
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,19
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_exit_for_leavers,34
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_start,3
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_exit_for_leavers,1
TANF Child Care Services,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_start,0
Other TANF-Funded Services,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_start,6
Other Source,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,10
Other Source,all_persons,2017-11-01,2017-11-30,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-12-01,2017-12-31,Q20a,benefit_at_start,125
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-12-01,2017-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,19
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2017-12-01,2017-12-31,Q20a,benefit_at_exit_for_leavers,31
